match_id,team_id,crosses_openplay_from_segments,crosses_openplay_from_files,_merge,diff
DFL-MAT-J03WFE,DFL-CLU-00000S,11,11,both,0
DFL-MAT-J03WFF,DFL-CLU-000008,16,16,both,0
DFL-MAT-J03WFF,DFL-CLU-00000D,8,8,both,0
DFL-MAT-J03WFG,DFL-CLU-000006,9,9,both,0
DFL-MAT-J03WFG,DFL-CLU-00000B,2,2,both,0
DFL-MAT-J03WFH,DFL-CLU-000002,8,8,both,0
DFL-MAT-J03WFH,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WFI,DFL-CLU-000007,14,14,both,0
DFL-MAT-J03WFI,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WFJ,DFL-CLU-000009,10,10,both,0
DFL-MAT-J03WFJ,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WFK,DFL-CLU-00000E,5,5,both,0
DFL-MAT-J03WFK,DFL-CLU-00000F,6,6,both,0
DFL-MAT-J03WFL,DFL-CLU-000002,10,10,both,0
DFL-MAT-J03WFL,DFL-CLU-000007,11,11,both,0
DFL-MAT-J03WFM,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WFM,DFL-CLU-00000B,8,8,both,0
DFL-MAT-J03WFN,DFL-CLU-00000G,9,10,both,-1
DFL-MAT-J03WFN,DFL-CLU-00000V,12,12,both,0
DFL-MAT-J03WFO,DFL-CLU-000004,6,6,both,0
DFL-MAT-J03WFO,DFL-CLU-000006,21,21,both,0
DFL-MAT-J03WFP,DFL-CLU-00000F,6,6,both,0
DFL-MAT-J03WFP,DFL-CLU-000017,11,12,both,-1
DFL-MAT-J03WFQ,DFL-CLU-000003,11,11,both,0
DFL-MAT-J03WFQ,DFL-CLU-000008,7,7,both,0
DFL-MAT-J03WFR,DFL-CLU-00000E,8,8,both,0
DFL-MAT-J03WFR,DFL-CLU-00000S,16,17,both,-1
DFL-MAT-J03WFS,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WFS,DFL-CLU-000010,7,7,both,0
DFL-MAT-J03WFT,DFL-CLU-000009,13,13,both,0
DFL-MAT-J03WFT,DFL-CLU-00000D,7,8,both,-1
DFL-MAT-J03WFU,DFL-CLU-00000D,6,6,both,0
DFL-MAT-J03WFU,DFL-CLU-00000G,4,4,both,0
DFL-MAT-J03WFV,DFL-CLU-000007,8,8,both,0
DFL-MAT-J03WFV,DFL-CLU-000017,3,3,both,0
DFL-MAT-J03WFW,DFL-CLU-000004,5,5,both,0
DFL-MAT-J03WFW,DFL-CLU-00000A,11,12,both,-1
DFL-MAT-J03WFX,DFL-CLU-000008,16,16,both,0
DFL-MAT-J03WFX,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WFY,DFL-CLU-000002,16,16,both,0
DFL-MAT-J03WFY,DFL-CLU-000006,7,7,both,0
DFL-MAT-J03WFZ,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WFZ,DFL-CLU-00000F,16,16,both,0
DFL-MAT-J03WG0,DFL-CLU-00000B,9,9,both,0
DFL-MAT-J03WG0,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WG1,DFL-CLU-000009,8,9,both,-1
DFL-MAT-J03WG1,DFL-CLU-00000S,17,17,both,0
DFL-MAT-J03WG2,DFL-CLU-00000E,8,8,both,0
DFL-MAT-J03WG2,DFL-CLU-000010,5,5,both,0
DFL-MAT-J03WG3,DFL-CLU-00000G,10,10,both,0
DFL-MAT-J03WG3,DFL-CLU-000010,4,4,both,0
DFL-MAT-J03WG4,DFL-CLU-000004,4,4,both,0
DFL-MAT-J03WG4,DFL-CLU-000017,14,14,both,0
DFL-MAT-J03WG5,DFL-CLU-00000B,7,7,both,0
DFL-MAT-J03WG5,DFL-CLU-00000E,10,10,both,0
DFL-MAT-J03WG6,DFL-CLU-000003,1,1,both,0
DFL-MAT-J03WG6,DFL-CLU-00000V,13,13,both,0
DFL-MAT-J03WG7,DFL-CLU-000006,6,6,both,0
DFL-MAT-J03WG7,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WG8,DFL-CLU-000008,31,31,both,0
DFL-MAT-J03WG8,DFL-CLU-00000S,2,2,both,0
DFL-MAT-J03WG9,DFL-CLU-000002,13,13,both,0
DFL-MAT-J03WG9,DFL-CLU-00000A,11,11,both,0
DFL-MAT-J03WGA,DFL-CLU-00000D,12,12,both,0
DFL-MAT-J03WGA,DFL-CLU-00000F,4,4,both,0
DFL-MAT-J03WGB,DFL-CLU-000007,14,14,both,0
DFL-MAT-J03WGB,DFL-CLU-000009,5,5,both,0
DFL-MAT-J03WGC,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WGC,DFL-CLU-00000G,9,9,both,0
DFL-MAT-J03WGD,DFL-CLU-00000S,6,6,both,0
DFL-MAT-J03WGD,DFL-CLU-000017,13,13,both,0
DFL-MAT-J03WGE,DFL-CLU-000006,8,9,both,-1
DFL-MAT-J03WGE,DFL-CLU-00000A,7,7,both,0
DFL-MAT-J03WGF,DFL-CLU-000007,12,12,both,0
DFL-MAT-J03WGF,DFL-CLU-000008,12,12,both,0
DFL-MAT-J03WGG,DFL-CLU-00000F,2,2,both,0
DFL-MAT-J03WGG,DFL-CLU-00000V,18,18,both,0
DFL-MAT-J03WGH,DFL-CLU-000003,11,11,both,0
DFL-MAT-J03WGH,DFL-CLU-00000D,3,3,both,0
DFL-MAT-J03WGI,DFL-CLU-000002,13,13,both,0
DFL-MAT-J03WGI,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WGJ,DFL-CLU-000009,20,20,both,0
DFL-MAT-J03WGJ,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WGK,DFL-CLU-000004,5,5,both,0
DFL-MAT-J03WGK,DFL-CLU-00000E,12,12,both,0
DFL-MAT-J03WGL,DFL-CLU-000007,7,7,both,0
DFL-MAT-J03WGL,DFL-CLU-00000G,6,6,both,0
DFL-MAT-J03WGM,DFL-CLU-000009,12,12,both,0
DFL-MAT-J03WGM,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WGN,DFL-CLU-000006,14,15,both,-1
DFL-MAT-J03WGN,DFL-CLU-000017,4,4,both,0
DFL-MAT-J03WGO,DFL-CLU-000002,5,5,both,0
DFL-MAT-J03WGO,DFL-CLU-00000E,8,8,both,0
DFL-MAT-J03WGP,DFL-CLU-000004,4,4,both,0
DFL-MAT-J03WGP,DFL-CLU-000008,9,9,both,0
DFL-MAT-J03WGQ,DFL-CLU-00000F,8,10,both,-2
DFL-MAT-J03WGQ,DFL-CLU-00000S,6,6,both,0
DFL-MAT-J03WGR,DFL-CLU-000003,9,9,both,0
DFL-MAT-J03WGR,DFL-CLU-000010,12,12,both,0
DFL-MAT-J03WGS,DFL-CLU-00000D,8,8,both,0
DFL-MAT-J03WGS,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WGT,DFL-CLU-00000A,10,10,both,0
DFL-MAT-J03WGT,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WGU,DFL-CLU-00000A,7,7,both,0
DFL-MAT-J03WGU,DFL-CLU-00000G,7,7,both,0
DFL-MAT-J03WGV,DFL-CLU-00000Z,11,11,both,0
DFL-MAT-J03WGV,DFL-CLU-000017,8,8,both,0
DFL-MAT-J03WGW,DFL-CLU-000007,11,11,both,0
DFL-MAT-J03WGW,DFL-CLU-00000V,5,5,both,0
DFL-MAT-J03WGX,DFL-CLU-000008,18,18,both,0
DFL-MAT-J03WGX,DFL-CLU-000010,4,5,both,-1
DFL-MAT-J03WGY,DFL-CLU-00000B,6,6,both,0
DFL-MAT-J03WGY,DFL-CLU-00000F,8,8,both,0
DFL-MAT-J03WGZ,DFL-CLU-000003,11,11,both,0
DFL-MAT-J03WGZ,DFL-CLU-000004,7,7,both,0
DFL-MAT-J03WH0,DFL-CLU-00000D,2,2,both,0
DFL-MAT-J03WH0,DFL-CLU-00000S,15,16,both,-1
DFL-MAT-J03WH1,DFL-CLU-000002,8,8,both,0
DFL-MAT-J03WH1,DFL-CLU-000009,10,10,both,0
DFL-MAT-J03WH2,DFL-CLU-000006,7,7,both,0
DFL-MAT-J03WH2,DFL-CLU-00000E,8,8,both,0
DFL-MAT-J03WH3,DFL-CLU-000007,9,9,both,0
DFL-MAT-J03WH3,DFL-CLU-00000D,5,6,both,-1
DFL-MAT-J03WH4,DFL-CLU-000003,4,4,both,0
DFL-MAT-J03WH4,DFL-CLU-00000B,4,5,both,-1
DFL-MAT-J03WH5,DFL-CLU-00000A,12,12,both,0
DFL-MAT-J03WH5,DFL-CLU-00000E,0,0,left_only,0
DFL-MAT-J03WH6,DFL-CLU-000006,12,12,both,0
DFL-MAT-J03WH6,DFL-CLU-000008,7,7,both,0
DFL-MAT-J03WH7,DFL-CLU-000002,11,11,both,0
DFL-MAT-J03WH7,DFL-CLU-00000G,5,5,both,0
DFL-MAT-J03WH8,DFL-CLU-000004,8,8,both,0
DFL-MAT-J03WH8,DFL-CLU-00000F,4,4,both,0
DFL-MAT-J03WH9,DFL-CLU-00000S,13,13,both,0
DFL-MAT-J03WH9,DFL-CLU-00000V,10,10,both,0
DFL-MAT-J03WHA,DFL-CLU-000010,12,12,both,0
DFL-MAT-J03WHA,DFL-CLU-000017,7,7,both,0
DFL-MAT-J03WHB,DFL-CLU-000009,5,6,both,-1
DFL-MAT-J03WHB,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WHC,DFL-CLU-000006,8,8,both,0
DFL-MAT-J03WHC,DFL-CLU-00000G,10,10,both,0
DFL-MAT-J03WHD,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WHD,DFL-CLU-000017,5,5,both,0
DFL-MAT-J03WHE,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WHE,DFL-CLU-00000V,19,19,both,0
DFL-MAT-J03WHF,DFL-CLU-000002,12,12,both,0
DFL-MAT-J03WHF,DFL-CLU-000008,13,13,both,0
DFL-MAT-J03WHG,DFL-CLU-000007,4,4,both,0
DFL-MAT-J03WHG,DFL-CLU-00000F,10,10,both,0
DFL-MAT-J03WHH,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WHH,DFL-CLU-00000S,3,4,both,-1
DFL-MAT-J03WHI,DFL-CLU-00000D,17,17,both,0
DFL-MAT-J03WHI,DFL-CLU-000010,12,12,both,0
DFL-MAT-J03WHJ,DFL-CLU-000009,8,8,both,0
DFL-MAT-J03WHJ,DFL-CLU-00000A,9,9,both,0
DFL-MAT-J03WHK,DFL-CLU-00000E,12,12,both,0
DFL-MAT-J03WHK,DFL-CLU-00000Z,8,8,both,0
DFL-MAT-J03WHL,DFL-CLU-000007,2,2,both,0
DFL-MAT-J03WHL,DFL-CLU-00000S,4,4,both,0
DFL-MAT-J03WHM,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WHM,DFL-CLU-00000V,9,10,both,-1
DFL-MAT-J03WHN,DFL-CLU-000008,6,6,both,0
DFL-MAT-J03WHN,DFL-CLU-00000A,12,12,both,0
DFL-MAT-J03WHO,DFL-CLU-000003,6,6,both,0
DFL-MAT-J03WHO,DFL-CLU-000006,16,16,both,0
DFL-MAT-J03WHP,DFL-CLU-000002,5,5,both,0
DFL-MAT-J03WHP,DFL-CLU-000017,6,6,both,0
DFL-MAT-J03WHQ,DFL-CLU-000004,4,4,both,0
DFL-MAT-J03WHQ,DFL-CLU-00000D,13,14,both,-1
DFL-MAT-J03WHR,DFL-CLU-00000F,9,10,both,-1
DFL-MAT-J03WHR,DFL-CLU-000010,10,11,both,-1
DFL-MAT-J03WHS,DFL-CLU-00000G,1,1,both,0
DFL-MAT-J03WHS,DFL-CLU-00000Z,4,4,both,0
DFL-MAT-J03WHT,DFL-CLU-000009,11,11,both,0
DFL-MAT-J03WHT,DFL-CLU-00000E,5,5,both,0
DFL-MAT-J03WHU,DFL-CLU-00000E,4,4,both,0
DFL-MAT-J03WHU,DFL-CLU-00000G,2,2,both,0
DFL-MAT-J03WHV,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WHV,DFL-CLU-000017,2,2,both,0
DFL-MAT-J03WHW,DFL-CLU-00000V,22,22,both,0
DFL-MAT-J03WHW,DFL-CLU-000010,0,0,left_only,0
DFL-MAT-J03WHX,DFL-CLU-000008,13,13,both,0
DFL-MAT-J03WHX,DFL-CLU-00000B,7,7,both,0
DFL-MAT-J03WHY,DFL-CLU-000002,13,13,both,0
DFL-MAT-J03WHY,DFL-CLU-00000F,7,7,both,0
DFL-MAT-J03WHZ,DFL-CLU-000003,4,4,both,0
DFL-MAT-J03WHZ,DFL-CLU-000007,14,14,both,0
DFL-MAT-J03WI0,DFL-CLU-000004,6,6,both,0
DFL-MAT-J03WI0,DFL-CLU-00000S,7,7,both,0
DFL-MAT-J03WI1,DFL-CLU-00000D,16,16,both,0
DFL-MAT-J03WI1,DFL-CLU-00000Z,6,6,both,0
DFL-MAT-J03WI2,DFL-CLU-000006,12,12,both,0
DFL-MAT-J03WI2,DFL-CLU-000009,13,13,both,0
DFL-MAT-J03WI3,DFL-CLU-00000B,7,7,both,0
DFL-MAT-J03WI3,DFL-CLU-00000D,4,4,both,0
DFL-MAT-J03WI4,DFL-CLU-00000A,7,8,both,-1
DFL-MAT-J03WI4,DFL-CLU-00000V,5,6,both,-1
DFL-MAT-J03WI5,DFL-CLU-000006,9,9,both,0
DFL-MAT-J03WI5,DFL-CLU-00000F,8,8,both,0
DFL-MAT-J03WI6,DFL-CLU-000002,20,20,both,0
DFL-MAT-J03WI6,DFL-CLU-000003,11,11,both,0
DFL-MAT-J03WI7,DFL-CLU-000004,0,0,left_only,0
DFL-MAT-J03WI7,DFL-CLU-000007,12,12,both,0
DFL-MAT-J03WI8,DFL-CLU-00000S,3,3,both,0
DFL-MAT-J03WI8,DFL-CLU-000010,14,14,both,0
DFL-MAT-J03WI9,DFL-CLU-000008,13,13,both,0
DFL-MAT-J03WI9,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WIA,DFL-CLU-000009,5,5,both,0
DFL-MAT-J03WIA,DFL-CLU-00000G,5,6,both,-1
DFL-MAT-J03WIB,DFL-CLU-00000E,4,4,both,0
DFL-MAT-J03WIB,DFL-CLU-000017,6,6,both,0
DFL-MAT-J03WIC,DFL-CLU-000007,12,12,both,0
DFL-MAT-J03WIC,DFL-CLU-000010,4,4,both,0
DFL-MAT-J03WID,DFL-CLU-00000G,8,8,both,0
DFL-MAT-J03WID,DFL-CLU-000017,2,2,both,0
DFL-MAT-J03WIE,DFL-CLU-000002,4,4,both,0
DFL-MAT-J03WIE,DFL-CLU-00000V,21,21,both,0
DFL-MAT-J03WIF,DFL-CLU-000008,9,9,both,0
DFL-MAT-J03WIF,DFL-CLU-00000E,7,7,both,0
DFL-MAT-J03WIG,DFL-CLU-000004,8,8,both,0
DFL-MAT-J03WIG,DFL-CLU-00000B,2,2,both,0
DFL-MAT-J03WIH,DFL-CLU-000009,11,11,both,0
DFL-MAT-J03WIH,DFL-CLU-00000F,2,2,both,0
DFL-MAT-J03WII,DFL-CLU-000003,4,4,both,0
DFL-MAT-J03WII,DFL-CLU-00000A,4,4,both,0
DFL-MAT-J03WIJ,DFL-CLU-00000S,5,5,both,0
DFL-MAT-J03WIJ,DFL-CLU-00000Z,14,15,both,-1
DFL-MAT-J03WIK,DFL-CLU-000006,10,10,both,0
DFL-MAT-J03WIK,DFL-CLU-00000D,5,5,both,0
DFL-MAT-J03WIL,DFL-CLU-000008,4,4,both,0
DFL-MAT-J03WIL,DFL-CLU-00000G,19,19,both,0
DFL-MAT-J03WIM,DFL-CLU-00000B,4,4,both,0
DFL-MAT-J03WIM,DFL-CLU-00000S,12,12,both,0
DFL-MAT-J03WIN,DFL-CLU-00000A,14,14,both,0
DFL-MAT-J03WIN,DFL-CLU-00000F,5,5,both,0
DFL-MAT-J03WIO,DFL-CLU-000006,6,6,both,0
DFL-MAT-J03WIO,DFL-CLU-000007,10,10,both,0
DFL-MAT-J03WIP,DFL-CLU-000002,14,14,both,0
DFL-MAT-J03WIP,DFL-CLU-00000D,6,6,both,0
DFL-MAT-J03WIQ,DFL-CLU-000004,9,9,both,0
DFL-MAT-J03WIQ,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WIR,DFL-CLU-000003,13,13,both,0
DFL-MAT-J03WIR,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WIS,DFL-CLU-000009,4,5,both,-1
DFL-MAT-J03WIS,DFL-CLU-000017,5,5,both,0
DFL-MAT-J03WIT,DFL-CLU-00000E,11,11,both,0
DFL-MAT-J03WIT,DFL-CLU-00000V,8,8,both,0
DFL-MAT-J03WIU,DFL-CLU-00000F,6,6,both,0
DFL-MAT-J03WIU,DFL-CLU-00000G,8,8,both,0
DFL-MAT-J03WIV,DFL-CLU-000007,6,6,both,0
DFL-MAT-J03WIV,DFL-CLU-00000B,3,3,both,0
DFL-MAT-J03WIW,DFL-CLU-00000D,2,2,both,0
DFL-MAT-J03WIW,DFL-CLU-000017,11,11,both,0
DFL-MAT-J03WIX,DFL-CLU-00000A,8,8,both,0
DFL-MAT-J03WIX,DFL-CLU-000010,12,12,both,0
DFL-MAT-J03WIY,DFL-CLU-000006,8,8,both,0
DFL-MAT-J03WIY,DFL-CLU-00000S,7,7,both,0
DFL-MAT-J03WIZ,DFL-CLU-000002,14,14,both,0
DFL-MAT-J03WIZ,DFL-CLU-000004,2,2,both,0
DFL-MAT-J03WJ0,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WJ0,DFL-CLU-00000Z,15,15,both,0
DFL-MAT-J03WJ1,DFL-CLU-000008,6,6,both,0
DFL-MAT-J03WJ1,DFL-CLU-000009,18,19,both,-1
DFL-MAT-J03WJ2,DFL-CLU-000003,10,10,both,0
DFL-MAT-J03WJ2,DFL-CLU-00000E,8,8,both,0
DFL-MAT-J03WJ3,DFL-CLU-000007,13,13,both,0
DFL-MAT-J03WJ3,DFL-CLU-00000A,0,0,left_only,0
DFL-MAT-J03WJ4,DFL-CLU-000006,12,12,both,0
DFL-MAT-J03WJ4,DFL-CLU-00000V,13,13,both,0
DFL-MAT-J03WJ5,DFL-CLU-000008,13,13,both,0
DFL-MAT-J03WJ5,DFL-CLU-000017,4,4,both,0
DFL-MAT-J03WJ6,DFL-CLU-000004,10,10,both,0
DFL-MAT-J03WJ6,DFL-CLU-000009,11,11,both,0
DFL-MAT-J03WJ7,DFL-CLU-00000F,9,9,both,0
DFL-MAT-J03WJ7,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WJ8,DFL-CLU-000003,15,15,both,0
DFL-MAT-J03WJ8,DFL-CLU-00000G,6,6,both,0
DFL-MAT-J03WJ9,DFL-CLU-000002,6,6,both,0
DFL-MAT-J03WJ9,DFL-CLU-00000S,9,9,both,0
DFL-MAT-J03WJA,DFL-CLU-00000B,6,6,both,0
DFL-MAT-J03WJA,DFL-CLU-000010,4,4,both,0
DFL-MAT-J03WJB,DFL-CLU-00000D,15,15,both,0
DFL-MAT-J03WJB,DFL-CLU-00000E,9,9,both,0
DFL-MAT-J03WJC,DFL-CLU-00000G,10,10,both,0
DFL-MAT-J03WJC,DFL-CLU-00000S,5,5,both,0
DFL-MAT-J03WJD,DFL-CLU-00000V,5,5,both,0
DFL-MAT-J03WJD,DFL-CLU-000017,7,7,both,0
DFL-MAT-J03WJE,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WJE,DFL-CLU-00000D,11,11,both,0
DFL-MAT-J03WJF,DFL-CLU-000008,9,9,both,0
DFL-MAT-J03WJF,DFL-CLU-00000F,8,8,both,0
DFL-MAT-J03WJG,DFL-CLU-000006,11,12,both,-1
DFL-MAT-J03WJG,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WJH,DFL-CLU-000002,6,6,both,0
DFL-MAT-J03WJH,DFL-CLU-00000B,9,9,both,0
DFL-MAT-J03WJI,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WJI,DFL-CLU-00000Z,8,9,both,-1
DFL-MAT-J03WJJ,DFL-CLU-000003,4,4,both,0
DFL-MAT-J03WJJ,DFL-CLU-000009,11,12,both,-1
DFL-MAT-J03WJK,DFL-CLU-000007,9,9,both,0
DFL-MAT-J03WJK,DFL-CLU-00000E,7,7,both,0
DFL-MAT-J03WJL,DFL-CLU-000007,4,4,both,0
DFL-MAT-J03WJL,DFL-CLU-00000Z,12,12,both,0
DFL-MAT-J03WJM,DFL-CLU-000006,5,5,both,0
DFL-MAT-J03WJM,DFL-CLU-00000B,9,9,both,0
DFL-MAT-J03WJN,DFL-CLU-000009,12,12,both,0
DFL-MAT-J03WJN,DFL-CLU-00000V,18,18,both,0
DFL-MAT-J03WJO,DFL-CLU-000004,6,6,both,0
DFL-MAT-J03WJO,DFL-CLU-00000G,5,5,both,0
DFL-MAT-J03WJP,DFL-CLU-00000E,8,9,both,-1
DFL-MAT-J03WJP,DFL-CLU-00000F,5,5,both,0
DFL-MAT-J03WJQ,DFL-CLU-000003,3,3,both,0
DFL-MAT-J03WJQ,DFL-CLU-000017,7,7,both,0
DFL-MAT-J03WJR,DFL-CLU-00000A,11,11,both,0
DFL-MAT-J03WJR,DFL-CLU-00000S,5,5,both,0
DFL-MAT-J03WJS,DFL-CLU-000002,11,11,both,0
DFL-MAT-J03WJS,DFL-CLU-000010,6,6,both,0
DFL-MAT-J03WJT,DFL-CLU-000008,15,16,both,-1
DFL-MAT-J03WJT,DFL-CLU-00000D,8,9,both,-1
DFL-MAT-J03WJU,DFL-CLU-00000G,16,16,both,0
DFL-MAT-J03WJU,DFL-CLU-00000V,6,6,both,0
DFL-MAT-J03WJV,DFL-CLU-00000F,3,3,both,0
DFL-MAT-J03WJV,DFL-CLU-000017,3,4,both,-1
DFL-MAT-J03WJW,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WJW,DFL-CLU-00000B,9,9,both,0
DFL-MAT-J03WJX,DFL-CLU-000003,10,10,both,0
DFL-MAT-J03WJX,DFL-CLU-000008,23,23,both,0
DFL-MAT-J03WJY,DFL-CLU-000004,2,2,both,0
DFL-MAT-J03WJY,DFL-CLU-000006,9,9,both,0
DFL-MAT-J03WJZ,DFL-CLU-000002,13,13,both,0
DFL-MAT-J03WJZ,DFL-CLU-000007,8,8,both,0
DFL-MAT-J03WK0,DFL-CLU-00000Z,8,8,both,0
DFL-MAT-J03WK0,DFL-CLU-000010,13,13,both,0
DFL-MAT-J03WK1,DFL-CLU-000009,9,9,both,0
DFL-MAT-J03WK1,DFL-CLU-00000D,10,10,both,0
DFL-MAT-J03WK2,DFL-CLU-00000E,10,10,both,0
DFL-MAT-J03WK2,DFL-CLU-00000S,10,10,both,0
DFL-MAT-J03WK3,DFL-CLU-000007,9,9,both,0
DFL-MAT-J03WK3,DFL-CLU-000017,10,10,both,0
DFL-MAT-J03WK4,DFL-CLU-00000B,6,6,both,0
DFL-MAT-J03WK4,DFL-CLU-00000Z,6,6,both,0
DFL-MAT-J03WK5,DFL-CLU-000008,10,10,both,0
DFL-MAT-J03WK5,DFL-CLU-00000V,26,26,both,0
DFL-MAT-J03WK6,DFL-CLU-000002,5,5,both,0
DFL-MAT-J03WK6,DFL-CLU-000006,16,16,both,0
DFL-MAT-J03WK7,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WK7,DFL-CLU-00000A,8,9,both,-1
DFL-MAT-J03WK8,DFL-CLU-000003,7,8,both,-1
DFL-MAT-J03WK8,DFL-CLU-00000F,9,9,both,0
DFL-MAT-J03WK9,DFL-CLU-000009,11,11,both,0
DFL-MAT-J03WK9,DFL-CLU-00000S,12,12,both,0
DFL-MAT-J03WKA,DFL-CLU-00000E,13,13,both,0
DFL-MAT-J03WKA,DFL-CLU-000010,4,4,both,0
